1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
0,0,0,0,0,0,0,0,0,0,0,0,0,295.3635,0,591.086833333333,590.483166666667,295.338166666667,368.225,592.461166666667,231.966666666667,0,295.964,0,0,407.052833333334,0,0,0,0,0,0,0,0,0,295.5935,297.092166666667,0,0,0,0,0,82.4255,594.569166666667,0,0,593.684833333333,0,0,0,0,0,0,64.1963333333333,0,0,138.242333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,295.500666666667,0,591.3125,593.368333333333,295.466166666667,282.613166666667,593.143,197.475833333333,0,296.455333333333,0,0,342.451,0,0,0,0,0,0,0,0,0,296.405333333333,296.620166666667,0,0,0,0,0,73.1025,591.674333333333,0,0,590.753,0,0,0,0,0,0,59.7041666666667,0,0,136.519666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,296.115833333333,0,588.900833333333,591.22,297.671833333333,246.213666666667,585.258333333333,200.085333333333,0,284.089333333333,0,0,360.0455,0,0,0,0,0,0,0,0,0,296.3715,295.139666666667,0,0,0,0,0,97.7543333333333,593.929833333333,0,0,593.744833333333,0,0,0,0,0,0,39.6341666666667,0,0,144.424666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,297.733,0,592.261,590.743833333333,295.2475,262.363,529.826,270.154,0,237.636666666667,0,0,334.033833333333,0,0,0,0,0,0,0,0,0,295.170333333333,295.573333333333,0,0,0,0,0,114.883,594.151166666667,0,0,592.670166666667,0,0,0,0,0,0,68.467,0,0,145.368666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,296.547,0,592.245,591.794166666667,295.686666666667,423.288333333333,531.392166666667,295.821166666667,0,216.742166666667,0,0,333.0125,0,0,0,0,0,0,0,0,0,296.959833333333,295.2915,0,0,0,0,0,118.3645,591.356166666667,0,0,593.316166666667,0,0,0,0,0,0,70.1416666666667,0,0,139.580166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,295.7995,0,591.014333333333,592.145166666667,295.504666666667,530.787,534.253833333333,295.323833333333,0,243.342333333333,0,0,349.3465,0,0,0,0,0,0,0,0,0,295.706333333333,295.439166666667,0,0,0,0,0,117.923333333333,591.0985,0,0,591.066,0,0,0,0,0,0,66.1346666666667,0,0,146.042166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,63.5315,0,0,0,0,0,0,0,0,0,0,0,295.060833333333,0,578.156666666667,589.501333333333,296.700833333333,561.841666666667,584.692833333333,296.538333333333,0,292.076,0,0,356.422666666667,0,0,0,0,0,0,0,0,0,295.506,295.6285,0,0,0,0,0,117.8155,591.256333333333,0,0,589.9035,0,0,0,0,0,0,40.4,0,0,146.8925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,88.1455,0,0,0,0,0,0,0,0,0,0,0,297.178833333333,0,581.792333333333,591.4915,296.1895,561.629666666667,592.910666666667,295.842666666667,0,294.505166666667,0,0,357.343833333333,0,0,0,0,0,0,0,0,0,297.113666666667,294.926666666667,0,0,0,0,0,117.598833333333,594.067666666667,0,0,591.889,0,0,0,0,0,0,110.844333333333,0,0,148.806166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,89.5688333333333,0,0,0,0,0,0,0,0,0,0,0,295.728166666667,0,594.572333333333,593.494,295.121833333333,496.645833333333,591.832333333333,296.6115,0,296.746166666667,0,0,355.872333333333,0,0,0,0,0,0,0,0,0,297.522833333333,295.974833333333,0,0,0,0,0,118.127166666667,594.567166666667,0,0,590.022666666667,0,24.7056666666667,0,0,0,0,185.776833333333,0,0,147.498666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,250.57,0,0,0,0,0,0,0,0,0,0,0,296.208333333333,0,592.2305,594.7745,296.698666666667,450.486333333333,590.7385,296.830166666667,0,295.110666666667,0,0,356.0975,0,0,0,0,0,0,0,0,0,296.351,296.054333333333,0,0,0,0,0,119.3325,591.677166666667,0,0,590.3265,0,4.47516666666667,0,0,0,0,59.3826666666667,0,0,147.253333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
